645373156790702080,2015-09-19 23:05:25,@IBMWatson Wikipedia
610882366916194304,2015-06-16 18:51:20,"@iamed2 hey I'm curious, who did the art for your profile picture? The style looks like someone I know (with the same initials!)"
610881779692662785,2015-06-16 18:49:00,"@TylerJones429 they're getting there, I hope..."
610881519268327424,2015-06-16 18:47:58,@TylerJones429 hope you have a great day! Miss you
610829895728377856,2015-06-16 15:22:50,@TylerJones429 happy birthday!
610660281220333568,2015-06-16 04:08:51,That MGSV trailer tho...My body is ready :o
609880398823190528,2015-06-14 00:29:52,@Cadet_Skittlez yeah I got asked if I was over 18 twice the other day. They were skeptical. -_-
609879812388204545,2015-06-14 00:27:32,Like seriously what are you so busy doing that you can't walk your own dog
609879507646808064,2015-06-14 00:26:20,Won't someone think of the (man)children??
609869290485886976,2015-06-13 23:45:44,"San Francisco, we need to talk. #startups http://t.co/9fjLwLrUHt"
609073053318840320,2015-06-11 19:01:46,#MyDadWouldAlwaysSay sometimes you're the bug...sometimes you're the windshield. Feeling like the bug more often than not these days...
608852489291431936,2015-06-11 04:25:20,@AdmiralBahroo rooLove
608792251326554112,2015-06-11 00:25:58,@thirdtruck that would be cool!
608787037164949504,2015-06-11 00:05:15,"""you know a lot about web apps, right?"" http://t.co/kHBdwYXIh5"
608121376914837505,2015-06-09 04:00:09,@elnoelle aww :( I miss rain. Hope you're well!
608121153656258560,2015-06-09 03:59:16,@elnoelle rain is happening? :o
608020281664225280,2015-06-08 21:18:26,SOON^(tm). http://t.co/KSl1LpYw5F
607938819610976256,2015-06-08 15:54:44,@hellokitty491 aww! Love you!
607750102556536832,2015-06-08 03:24:50,my friend @TylerJones429 is streaming some fresh Dark Souls II action on twitch! check it out~ http://t.co/cLsK3QLGZw
607602422043701248,2015-06-07 17:38:00,@jessethereader they're so gooood :)
607601407747686400,2015-06-07 17:33:58,"@jessethereader if you've read the Grisha trilogy (Shadow and Bone, etc) I loved that series, it had romance but also a lot of fantasy story"
607601290953097217,2015-06-07 17:33:31,"@jessethereader I really want to like them, and the story sounds really cool, I just don't want to have the wrong expectation."
607600246785376257,2015-06-07 17:29:22,@jessethereader Do you like these? Romance is fine but from reviews the book sounds like more romance and less fantasy/assassining. Correct?
607408843597824001,2015-06-07 04:48:48,"I got free books, writing advice, and some kickass art from @BayBookFest today! Go check it out tomorrow in Berkeley."
607360835862724608,2015-06-07 01:38:02,@TylerJones429 if you're still on in an hour or so I'll be there!
607328868672733185,2015-06-06 23:31:00,@TylerJones429 poo I was out! What's the link to your channel?
607328479260983296,2015-06-06 23:29:27,"@TylerJones429 send me a link once it's live. I have a friend @shaneengelman that does custom twitch bots, you should chat!"
606987306403135488,2015-06-06 00:53:45,@AdmiralBahroo @Soulgryn soooo cuuute
605208376725733378,2015-06-01 03:04:55,"@chemilyyy aww, thanks! Hope you're doing well!"
604487926823579649,2015-05-30 03:22:07,"@thirdtruck I'm up to about 5hrs of writing/writing related work today :) (mailing list stuff, market research, 4hrs was writing though)"
604453801215459328,2015-05-30 01:06:31,@BlueChillLabs beersquare!
604431413190889472,2015-05-29 23:37:33,@courtneynash @mary_grace looking forward to watching it.
604375863811956736,2015-05-29 19:56:49,"well, these stories aren't going to write themselves! #amwriting"
604375258125094912,2015-05-29 19:54:24,@thirdtruck cool!
604370262318923776,2015-05-29 19:34:33,@thirdtruck sounds *exciting*
603382370092191744,2015-05-27 02:09:01,@TylerJones429 what subreddit?
603381340382236672,2015-05-27 02:04:56,@TylerJones429 what kind of shaving are we talking here? Like with facial hair?
603369611971600384,2015-05-27 01:18:20,@TylerJones429 I...is this a thing people have opinions about?
603369053642629121,2015-05-27 01:16:07,@cafeatmidnight @TylerJones429 where should we go?
603352120062976003,2015-05-27 00:08:49,"@cafeatmidnight hey, hang in there. *hug* I've been depressed too though, so...you're not alone?"
603345999248007168,2015-05-26 23:44:30,@Auragasmic purple!! love the color &lt;3
601867026840330242,2015-05-22 21:47:36,@sushimustwrite really threw me off.
601856486353072128,2015-05-22 21:05:42,"TFW getting told ""wow, I didn't know girls could be good at programming!"" when talking about what I do #seriously"
601855907245481984,2015-05-22 21:03:24,@radiomorillo link doesn't work for me?
601854483203760128,2015-05-22 20:57:45,"@AxeloftheKey @mcclure111 were you familiar with old ""dollmakers"" at all?"
601849983789314048,2015-05-22 20:39:52,@AxeloftheKey @mcclure111 or Elder Scrolls
601849881205026816,2015-05-22 20:39:28,@AxeloftheKey @mcclure111 the EVE character creator is nice
601833198071521280,2015-05-22 19:33:10,@AxeloftheKey @mcclure111 I mean that's why I played the Sims...I just liked making people
601832381788610562,2015-05-22 19:29:55,@minter @thirdtruck currently having this problem
601449216548810752,2015-05-21 18:07:22,@TylerJones429 I still have my stuffed panda I bought from epcot when we went! he's still adorable.
601448850436435968,2015-05-21 18:05:54,@holdenkarau that's so cool! I am coming in to interview soon(tm) :)
601447681135747072,2015-05-21 18:01:16,"you win ""best commit messages"" of the day @mrrrgane https://t.co/NBFHmuaBXq &lt;3 excited for your @AlterConf talk@!"
601447489753886721,2015-05-21 18:00:30,@TylerJones429 the travesty
601442592270602242,2015-05-21 17:41:02,@TylerJones429 come to CA and make it disney LAND instead :o
601441238617759744,2015-05-21 17:35:40,@ThisQuietUr I didn't ask for these feels...
600867601594585088,2015-05-20 03:36:14,"@TylerJones429 well don't overdo it, but its cool to see some new projects! I'm having to get a bit...creative myself"
600864086444892160,2015-05-20 03:22:16,@TylerJones429 I think they're different communities. I don't yt much but I watch a lot of twitch. I'd watch you!
600863239472324608,2015-05-20 03:18:54,@TylerJones429 thought about doing twitch at all?
600863198112153600,2015-05-20 03:18:44,@TylerJones429 it was great! the talks were all really cool and it was really inclusive and fun :) how's the youtubing?
600861129385054208,2015-05-20 03:10:31,@TylerJones429 so I just now learned you (finally!) made a youtube channel(s)! THIS EXCITES ME
600851919582683137,2015-05-20 02:33:55,@AdmiralBahroo @Soulgryn meow~
600758617453633536,2015-05-19 20:23:10,@hklyiu I missed you! what have you been up to?
600758266461696001,2015-05-19 20:21:46,@hklyiu oh BY THE WAY I live in SF now!
600745750172143617,2015-05-19 19:32:02,@AdmiralBahroo @Davespineapple can't wait!
600728037236289536,2015-05-19 18:21:39,"@popthatmatrix drawing tables are so nice! Having a clean, flat surface is as good a motivation as any to create something :)"
600721317655089152,2015-05-19 17:54:57,@popthatmatrix you should show me your designs!
600721146456186880,2015-05-19 17:54:16,"@popthatmatrix it came with my apt! It's cozy, but I'm trying to balance my desire to not own furniture with my desire for a larger desk..."
600718859478372353,2015-05-19 17:45:11,@thirdtruck oh believe me I know...
600718612782043136,2015-05-19 17:44:12,this is fantastic -- a graphic novel about Ada Lovelace and Charles Babbage found at @w4f7z's apartment: http://t.co/ssHj75YbEs
600715555742609408,2015-05-19 17:32:03,@thirdtruck I have been in the situation where the guy thought I was interested though.
600712420559081472,2015-05-19 17:19:36,@zzybzfrx these look super cool! do you still have them?
600711691022815233,2015-05-19 17:16:42,@thirdtruck I've been struggling with this kind of thing for a while...
600711526006312960,2015-05-19 17:16:03,@thirdtruck wait did this happen?
600710493364445184,2015-05-19 17:11:56,@thirdtruck this exactly :(
600710303836430336,2015-05-19 17:11:11,"@thirdtruck I am often struck with the desire to check both ""male"" and ""female"" but thats not how web forms work :( stupid radio buttons"
600705922755862528,2015-05-19 16:53:47,@iamed2 good stuff man! we'll have to get together and talk about  Julia some other time :)
598938631282118656,2015-05-14 19:51:12,@zzybzfrx I think the community is what made glitch great. I'd go for multi player (although I know thats harder to code)
598935865700679680,2015-05-14 19:40:12,@shaneengelman hack the planet!
598704862612729856,2015-05-14 04:22:17,@StuartHarrell1 http://t.co/SMs2u3BCV5 watch that space! or just follow @bangbangcon in general
598704389855924224,2015-05-14 04:20:24,@StuartHarrell1 it's in NYC but it will be streamed/recorded! I'll fetch the link
598703815022379008,2015-05-14 04:18:07,@StuartHarrell1 I get all down and data-y with best selling novels
598703705081262082,2015-05-14 04:17:41,"@StuartHarrell1 it's useful for data pipelines, check it out! My talk is this weekend, you should check it out if you have a chance!"
598702093038292992,2015-05-14 04:11:16,"@StuartHarrell1 I've been working with Luigi, have you heard of it? I'm also getting ready to give a talk this weekend!"
598700554064252928,2015-05-14 04:05:10,@StuartHarrell1 cool! What are you using to build that?
598699673138794496,2015-05-14 04:01:40,@StuartHarrell1 data pipeline stuff? Tell me more! Trying to get more into that area myself :)
598696709280047104,2015-05-14 03:49:53,@StuartHarrell1 hey how's it going? I miss your smile. What kind of cool things are you working on these days?
598685876772687873,2015-05-14 03:06:50,@shaneengelman you should know me better than that ;)
598677029047832577,2015-05-14 02:31:41,An evening of code -- making magic happen ^^ who's with me? #python #datascience #NLProc http://t.co/oDYoihV77w
598135321310564353,2015-05-12 14:39:08,@rebeccasliter I'll be up there Friday into the weekend. We could do breakfast one day maybe?
598007963748421632,2015-05-12 06:13:03,@akaptur btw how is dropbox??
598006326568976384,2015-05-12 06:06:33,@akaptur besides our names? Yeah! I saw you at the mini pycon in sf :)
597440847970369536,2015-05-10 16:39:32,@AdmiralBahroo @Davespineapple rooGood
597079959098634240,2015-05-09 16:45:30,@AdmiralBahroo rooHype
597079632844759042,2015-05-09 16:44:12,@notmuchelse #ijustread ?
597079007595597825,2015-05-09 16:41:43,@notmuchelse you can start one! #booklog maybe?
596715139073617920,2015-05-08 16:35:50,Check out this week's issue of @dataelixir for awesome #datascience from around the web - http://t.co/xxw5fRhpGm
595701848205582336,2015-05-05 21:29:22,M-x shell lets you access a shell from your #emacs buffer
594997405696675841,2015-05-03 22:50:10,@holdenkarau feel better soon!
594199056252964864,2015-05-01 17:57:49,@AdmiralBahroo rooLove we will support you no matter what you end up doing
594178920527699968,2015-05-01 16:37:48,Check out this week's issue of @dataelixir for awesome #datascience from around the web - http://t.co/xxw5fRhpGm
594157120813072386,2015-05-01 15:11:11,"I can't make this up :&lt; ""@PandoDaily: ClassPass staffer says bros should hit on sweaty women during its gym classes http://t.co/fABHJn9Gb5"""
593872613115498496,2015-04-30 20:20:39,@goakley123 great this is what I wanted to hear :) I've a coders heart but I was worried about not knowing enough math/stats
593869582705655809,2015-04-30 20:08:36,@goakley123 hey so would you say you still do a fair amount of programming on the data team?
593847254957461504,2015-04-30 18:39:53,@AdmiralBahroo rooGood
593840270023593985,2015-04-30 18:12:08,Pretty Print JSON From The Command Line: https://t.co/Mq5byvJn9A
593832351555162112,2015-04-30 17:40:40,@jaeykub Glad I could help :)
593829017687490561,2015-04-30 17:27:25,"@goakley123 oh no, not JavaScript!"
593827311750811648,2015-04-30 17:20:38,How To Implement Naive Bayes From Scratch in Python http://t.co/BqetVbFXi0 via @TeachTheMachine #MachineLearning #Python
593826265741668352,2015-04-30 17:16:29,@goakley123 well I was fooled :P It looked interactive to me!
593823367460884480,2015-04-30 17:04:58,"@goakley123 o/ I really liked your website, how did you set up the interactive terminal environment?"
593803977524781056,2015-04-30 15:47:55,@goakley123 great to meet you last night!
593108415217475586,2015-04-28 17:44:00,@TylerJones429 http://t.co/xi6MfZoUNB
593103479444406272,2015-04-28 17:24:23,"@TylerJones429 you and me both, got an interview today :o"
593099136955625472,2015-04-28 17:07:08,@TylerJones429 @legobutts @Sonic9jct @cafeatmidnight @colettebennett @theprettiestDIO @ViciousSHADi omg yes
592799729043509250,2015-04-27 21:17:23,@AdmiralBahroo y(e)
592750044325027840,2015-04-27 17:59:57,"I wrote ""A Quick Introduction To #HDFS"" http://t.co/kpvOIeKm5u #hadoop #BigData"
592748654718488579,2015-04-27 17:54:26,@AdmiralBahroo yes pls
591751936501620736,2015-04-24 23:53:50,"""If you want someone to hold your hand, get a girlfriend, your mom, or ask a hobo that's not quite lucid"" @Gothalion telling it like it is"
591667171136180224,2015-04-24 18:17:00,"@Auragasmic love your new hair color &lt;3~ (and twitter name, that made me laugh)"
591660075313332225,2015-04-24 17:48:49,@ChiefElk @shanley you go girl! Love this
591648539186302976,2015-04-24 17:02:58,"@AdmiralBahroo rooLove~ hope you're feeling better, we're all here for you"
591648074256109568,2015-04-24 17:01:07,setting up a #Hadoop psuedo-distributed environment today~ #BigData http://t.co/WoKXxWrWNP thanks @DistrictDataLab
591647017308270593,2015-04-24 16:56:55,7 best #DataScience and #machinelearning podcasts! via @dataelixir https://t.co/53wlSeb88C
591614934783430657,2015-04-24 14:49:26,"@eturner303 I'm interested, but I can't dm you right now."
589244576969326593,2015-04-18 01:50:29,"@alexrudnick @MarkusJ can't you do ""techniques"" with the other NLP?"
589125253361602561,2015-04-17 17:56:20,@TylerJones429 guess it depends who you follow
589124734610051072,2015-04-17 17:54:16,@TylerJones429 Ah okay. You seem to be more up on these issues nowadays :p
589120928396644352,2015-04-17 17:39:09,"@TylerJones429 so um, maybe you know. What's the whole deal with the Hugo awards? I missed something"
589118721253183488,2015-04-17 17:30:23,"@TylerJones429 ""!!Con is for programmers, artists, tinkerers, and anyone who uses programming to do something they enjoy."""
589118443900706816,2015-04-17 17:29:16,"@TylerJones429 I was worried my talk wouldn't be technical enough! !!con is for everyone, not just hardcore programmers"
589101850596483072,2015-04-17 16:23:20,@TylerJones429 you should come up to New York for @bangbangcon! It's gonna be super cool
589098669586010113,2015-04-17 16:10:42,@MarkusJ sorry for the confusion :) I hate when people think I'm talking about the other stuff. But how to distinguish?
589098397937733632,2015-04-17 16:09:37,@MarkusJ @bangbangcon unfortunately there are two acronyms by this name. I mean Natural Language Processing which is definitely a science :)
589098009721372672,2015-04-17 16:08:05,Proud to announce that I'm going to be giving a talk about my two favorite things (NLP and books) at @bangbangcon this year! So excited!
588833884382498816,2015-04-16 22:38:32,@simeonfranklin well you do work at twitter after all... :)
588833541984661504,2015-04-16 22:37:11,"@simeonfranklin yes, I sent you an email at the address listed on your card."
588815509098868736,2015-04-16 21:25:31,@MichelleGlauser it was great to meet you last night! Thanks for the chat :)
588814248085565440,2015-04-16 21:20:31,"@simeonfranklin Hi Simeon, great to meet you last night! This is Allison from the SF Python meetup."
586983446125219840,2015-04-11 20:05:33,@silenceofnight so when are we going to hang out? :)
586983379716800515,2015-04-11 20:05:18,"@elnoelle that works, any particular day?"
586983264851599360,2015-04-11 20:04:50,@WanderinDreamr cherry blossoms?
586909566832480256,2015-04-11 15:11:59,@leahbannon metro?
586907627981930496,2015-04-11 15:04:17,@AdmiralBahroo feel better roo rooLove
586650770721783808,2015-04-10 22:03:37,@AdmiralBahroo I'm planning to go too...looking forward to saying hi
586560424042110976,2015-04-10 16:04:37,"love this: ""the genderbread person"" http://t.co/PJcqZBwzlT"
586558885831409664,2015-04-10 15:58:30,"@BlueChillLabs me too, I hope"
586558006449418242,2015-04-10 15:55:01,@BlueChillLabs cute! how'd you make that?
586557534732886017,2015-04-10 15:53:08,"@BlueChillLabs ""new"" Will?"
586555855841050624,2015-04-10 15:46:28,"@damedebugger sage is great, have used it for research before"
586555507374080000,2015-04-10 15:45:05,@hellokitty491 well I miss talking to you...so proud of you for teaching!
586554499625418752,2015-04-10 15:41:05,"@hellokitty491 you okay there buddy? You should call me sometime, I miss you!"
586552993601888256,2015-04-10 15:35:05,to my sister and one of my best friends: @hellokitty491 #NationalSiblingsDay
